xinxi,leixing
2017年09月21日新浪微博@沈岩先生：早上发现家门口居然有个私藏的违规加油点，汽油就在一个小三轮里存放。两边都是小区，旁边还都是车。位置就在秋怡家园和荔丰家园中间的道路尽头。川崎运动大门外面的一辆黑色棚子的三轮里。http://t.cn/R0zOmy8 @平安天津@平安北辰 ​​​[/cp],0
津南八里台碧桂园映月庭院的居民。最近两个月，每到晚上小区里就臭味呛鼻，令人难以忍受。严重影响了我们的睡眠、工作和生活。我们曾向物业公司和12369反应过该问题，据反馈是大韩庄垃圾场晚上偷偷焚烧垃圾所致，12369还反馈说津南区相关部门会联系我们解决相关问题，但津南区相关部门一直未联系过我们，反馈到此为止，再无下文。我们迫于无奈，只好又到咱们网站反映该问题，希望相关领导百忙之中关注一下这个问题，帮我们解决一下这个呛鼻的臭味问题，还我们一个能自由呼吸的环境，让我们能在辛苦工作一天之后，安安稳稳的睡个好觉！,0
基础信息：天津市河西区延水道，自从道路修整完毕之后，路灯一直不亮，周围居民夜间出行极其不方便，望有关部门关注此情况。,0
大直沽后台四号路，是通往小区的唯一一条小路，在这条小路上，有学校，歌厅，银行，理发的，卖东西的，市场外溢严重，挑选物品停留的人，多为老年人，汽车通过容易发生交通事故，摆卖商贩，喇叭扰民，且这是一条通往内部的消防通道，一旦发生火灾，影响救援时间，会给人民群众的生命财产安全，造成损失，希望有关部门重视。,0
红磡领世郡小区与外环线交口的信号灯坏了好几天了，这地方没信号太危险了！存在安全隐患。,0
天津市河东区六纬路与十一经路交口处的玉笛洗浴中心里有不道德的“人肉交易”请有关部门处理,0
位于天津市河东区的音乐街两旁私家车乱停现象十分严重很容易造成交通事故请有关部门处理,0
和平区甘肃路和包头道交口的云台花园底商建设银行上方的高层有人在高层（目测大概十几层）的窗台上摆放很多杂物，包括很多花和花盆，一旦刮风容易掉落伤到底下广场活路的路人。,1
天津市南开区向阳路平遥里可1号楼一楼违规盖出小院后又加盖成房屋，并且堆放杂物占车位，使得小区内居民私家车根本无法停放，并且影响小区绿地，影响小区居民生活。,0
在南开区西湖道与南丰路交口每天晚间有人占用人行便道，大量摆放成堆的酒水饮料向车辆、行人兜售。严重影响当地的交通秩序。,1
红桥区中嘉南道、中嘉路周边，是较大型的居民居住区之一。近年来，周边环境出现逐步恶化趋势：住宅楼首层居民私自拆改结构、在墙面和窗口处开门、在墙外搭建违章房屋、出租给从事经营的小商户。这些小商户又在便道上随意搭建、随意摆卖，违章占道，严重影响周边居民生活与出行,0
南开区华宁南里社区为老旧小区，未规划停车位，很多有车住户用自行车私占位置，有时还用共享单车私占，导致临时来车没有地方停，而且楼间道路拥挤，通行费劲。,0
河东万达广场泰兴南路一侧，红万发游戏厅，里面存在大量赌博机。全运会期间关门了一段时间，近日又开始营业。,0
万达广场河东金街内理发店和酒吧在深夜有人在室外唱ktv，播放音乐，严重扰民。,0
有市民在津南教育局举牌示威,0
近日，在河北区金纬路梁元中医门诊部的玻璃门窗挂有对河北区法院执行不满的大标语，此行为既影响市容环境，又给社会舆论带来负面影响，给不法分子以可乘之机，望有关部门尽快处理此事,0
近日发现河东区华昌大街远洋地铁2号线对过人行道路灯杆电线仓沒有盖子，里面有高伏电线，如行人或小孩路过接触容易产生触电危险，望相关部门解决。,0
天津市河东区大王庄八经路与七纬路交口，晚上路面施工，没有警示灯和施工处苫盖，造成周围环境脏乱，也容易有安全隐患，而且七纬路沿线的电线杆电线垂落至今也无人问津，希望有关部门予以关注！,0
天津市河北区真理道与中环线交口经常有乞讨人员在机动车道上向车内要钱，存在严重安全隐患，望有关部门尽快解决。,0
天津市河北区重光路，有不少商家自己在门口圈画停车线，严重影响周边道路通行及市民出行安全，望有关部门尽快解决。,0
天津市东丽区满江东道夕谷湾别墅区 几乎每家都加盖违章建筑 有的甚至加盖出来一栋楼 用加盖的楼干起了酒店宾馆 物业公司也不制止 反而每家收五万的保证金 希望有关部门加强管理 清理违章建筑,0
天津市东丽区海欣路和祁连路交口，昆俞家园的西侧和北侧的空地，杂草丛生，没有绿化和铺泊油路，严重影响市容，希望有关部门尽快安排处理！,0
天津津南区新豪广场充电桩被gofun恶意占用，一辆车占两个车位且均未充电，投诉gofun答复无法解决，并确定该车不应该出现此地，且未被使用状态，该处每晚都会有几名共享汽车单位人员禁止其他车辆充电，望有关部门及时处理。,0
天津市津南区小站镇锦尚豪庭小区门前道路，下雨积水严重，影响周围居民出行，东门处十字路口无红绿灯，以引发多起交通事故！望有关部门关注解决！,0
天津市河北区靖江东里社区内的楼道门都张贴了一张署名“天津市城建自来水工程部”的通告，写着是惠民工程，免费安装净水器，实则需要安装费，滤芯费，预存押金，存在欺诈行为，望早些处理解决，不要让更多人上当受骗。,0
红桥区勤俭桥附近有人摆摊贩卖各种小饰品 有仿象牙制品等 影响市容环境和管理,0
天津市河东区泰兴路与常州道交口附近路面道路无排水设施坑坑挖挖 下雨时积水严重， 骑自行车 从此经过时都得 绕行 请有关部门对此路面进行修整及养护,0
红桥区铁东路快速路附近有井盖从地面突起 对车辆往来造成影响,0
河北区宜白路与中环交口形成多摊位旧货市场 部分地摊疑似出售淫秽物品及管制刀具 望相关部门治理,0
河东区华昌大街与新开路交口嘉华国际广场肯德基对过每逢节假日有一是砸金蛋抽奖活动 疑似打托欺骗行为 不正规经营 望有关部门治理,0
南开区王顶堤凤园里和凤园南里之间，自发菜市场！每天都相当的扰民！时不时还有乞讨的拉着音响……六点多就开始卖菜吵吵闹闹的。附近就有新盖好的菜市场大棚，大棚冷冷清清,1
位于天津市河西区太湖路的东逸大厦，门口垃圾都堆成山了散发着阵阵恶臭，望有关部门治理下。楼道里更是垃圾成堆，引来大批害虫，也有可能引发高层火灾等严重事件！,1
津南天山小区居民，在小区附近有个小站中心广场他的照明路灯都已经安装完毕了，为什么迟迟不给照明，居民在广场避暑，跳广场舞时候，没有照明存在极大安全隐患。上次已有人在那里因看不清摔倒了一次了，希望有关部门尽快恢复照明。,1
天津市津南区八里台镇金台花园九号楼电梯已坏将近半个月了，每天上下班都下不去。物业说没有件，望尽快维修,1
东丽区金钟街南何庄金河家园小区，2，3号楼底商商户在小区内房后私自破坏楼房原有结构开凿后门并在后面搭建彩钢板房屋，用于底商饭店厨房使用，使小区内油烟污染严重。希望有关部门采取措施。,1
河东区程林里万腾道乱停车,0
程林里45号楼下收废品的堆积,1
南开区肿瘤医院远近闻名，附近地铁在建，所以前去医院的人大多到天塔站然后打车前往，衍生一批黑出租及非法营运的出租车，按人收费。外地患者来津就医不熟悉情况，这些非法营运的车辆影响交通秩序及地方形象。,1
天津肿瘤医院东门，西门每天总有固定的几辆非法营运出租车堵路调活，不打表，长期在单行路占路堵路，拒载绕路，坑害开医院就医的外地患者，严重扰乱医院门前交通秩序，和其它正规出租车的营运秩序！反映给客运处多次都没有效果，希望有关部门帮助百姓解决长期困扰在医院的此问题。,0
河北区万柳村大街富方园该小区始建于2000年以前，为7层坡屋顶砖混结构楼房。目前该小区已经入住20余年，设施老化严重，继续大修改造。特别是顶层漏水问题，已经严重影响了居民的正常生活。而且该房屋为瓦面坡屋顶，目前瓦面破损严重，随时都有掉落伤人的可能，而且屋顶女儿墙部位严重开裂，在冬季大风情况下，可能造成坍塌，造成严重伤害。,1
